"Usage date and time","Org ID","Subscription ID","Project ID","App ID","Category","Charge Item","Usage Item ID","Resource ID","Raw Usage","Billable Usage","Usage Unit","Billing Tag"
"2024-05-11T00:00","org195561120","A-S00001601","hrn:here:authorization::org195561120:project/lidardata-002","W3w9ifoid5AcyaYgBvJB","DataStorage","Blob Storage","hrn:here:data-storage::olp-here:blob","hrn:here:data::org195561120:0de834f6-7bfc-11ed-9f78-fe9c147f8b48/generated-lidar-layer","16070915920.0000","0.0208","GB-Months",""
"2024-05-03T00:00","org195561120","A-S00001601","hrn:here:authorization::org195561120:project/lidardata-001","W3w9ifoid5AcyaYgBvJB","DataStorage","Blob Storage","hrn:here:data-storage::olp-here:blob","hrn:here:data::org195561120:cf1640c3-70a5-11ed-8f3f-3afb527bf03b/generated-lidar-layer","764327712.0000","0.0010","GB-Months",""
"2024-05-07T00:00","org195561120","A-S00001601","hrn:here:authorization::org195561120:project/lidardata-003","W3w9ifoid5AcyaYgBvJB","DataStorage","Blob Storage","hrn:here:data-storage::olp-here:blob","hrn:here:data::org195561120:342594de-b79d-11ed-88b8-3eb5057a2129/generated-lidar-layer","693412627200.0000","0.8969","GB-Months",""
"2024-05-04T00:00","org195561120","A-S00001601","hrn:here:authorization::org195561120:project/lidardata-003","W3w9ifoid5AcyaYgBvJB","DataStorage","Blob Storage","hrn:here:data-storage::olp-here:blob","hrn:here:data::org195561120:9083cf5f-b12f-11ed-86e4-3e066510641e/generated-lidar-layer","33469615200.0000","0.0433","GB-Months",""
"2024-05-03T00:00","org195561120","A-S00001601","hrn:here:authorization::org195561120:project/indoor-180a6a9d","W3w9ifoid5AcyaYgBvJB","DataStorage","Blob Storage","hrn:here:data-storage::olp-here:blob","hrn:here:data::org195561120:indoormap-00000000-0000-4000-a000-000000025731-draft/meta","3456.0000","0.0000","GB-Months","12954IMC"
"2024-05-31T00:00","org195561120","A-S00001601","hrn:here:authorization::org195561120:project/lidardata-003","W3w9ifoid5AcyaYgBvJB","DataStorage","Blob Storage","hrn:here:data-storage::olp-here:blob","hrn:here:data::org195561120:c3d77ed8-b116-11ed-b1cf-9e7ba6fbb28f/generated-lidar-layer","9439002624.0000","0.0122","GB-Months",""
"2024-05-28T00:00","org195561120","A-S00001601","hrn:here:authorization::org195561120:project/lidardata-001","W3w9ifoid5AcyaYgBvJB","DataStorage","Blob Storage","hrn:here:data-storage::olp-here:blob","hrn:here:data::org195561120:f5c0ae80-6fe6-11ed-bbfe-1ab8be56bd5d/generated-lidar-layer","150229440.0000","0.0002","GB-Months",""
"2024-05-15T00:00","org195561120","A-S00001601","hrn:here:authorization::org195561120:project/indoor-180a6a9d","W3w9ifoid5AcyaYgBvJB","DataStorage","Blob Storage","hrn:here:data-storage::olp-here:blob","hrn:here:data::org195561120:indoormap-64f3dc76-fd8f-430e-a47b-32bf08249afc-collection/reports","1440.0000","0.0000","GB-Months","12954IMC"
"2024-05-06T00:00","org195561120","A-S00001601","hrn:here:authorization::org195561120:project/indoor-180a6a9d","W3w9ifoid5AcyaYgBvJB","DataStorage","Blob Storage","hrn:here:data-storage::olp-here:blob","hrn:here:data::org195561120:indoormap-00000000-0000-4000-a000-000000025731-draft/indoor-map-release","0.0000","0.0000","GB-Months","12954IMC"
"2024-05-28T00:00","org195561120","A-S00001601","hrn:here:authorization::org195561120:project/indoor-180a6a9d","W3w9ifoid5AcyaYgBvJB","DataStorage","Blob Storage","hrn:here:data-storage::olp-here:blob","hrn:here:data::org195561120:indoormap-64f3dc76-fd8f-430e-a47b-32bf08249afc-collection/meta","2016.0000","0.0000","GB-Months","12954IMC"
"2024-05-05T00:00","org195561120","A-S00001601","hrn:here:authorization::org195561120:project/lidardata-001","W3w9ifoid5AcyaYgBvJB","DataStorage","Blob Storage","hrn:here:data-storage::olp-here:blob","hrn:here:data::org195561120:7e36eb00-7228-11ed-898d-eedaf7a84445/generated-lidar-layer","1537408704.0000","0.0020","GB-Months",""
"2024-05-09T00:00","org195561120","A-S00001601","hrn:here:authorization::org195561120:project/indoor-180a6a9d","W3w9ifoid5AcyaYgBvJB","DataStorage","Blob Storage","hrn:here:data-storage::olp-here:blob","hrn:here:data::org195561120:indoormap-4bc94e88-c3f8-41dd-90bc-51b58c81ece9-maps/models","120897900.0000","0.0002","GB-Months","12954IMC"
"2024-05-05T00:00","org195561120","A-S00001601","hrn:here:authorization::org195561120:project/indoor-180a6a9d","W3w9ifoid5AcyaYgBvJB","DataStorage","Blob Storage","hrn:here:data-storage::olp-here:blob","hrn:here:data::org195561120:indoormap-00000000-0000-4000-a000-000000027968-draft/indoor-map-release","0.0000","0.0000","GB-Months","12954IMC"
"2024-05-28T00:00","org195561120","A-S00001601","hrn:here:authorization::org195561120:project/indoor-180a6a9d","W3w9ifoid5AcyaYgBvJB","DataStorage","Blob Storage","hrn:here:data-storage::olp-here:blob","hrn:here:data::org195561120:indoormap-00000000-0000-4000-a000-000000025254-draft/meta","3456.0000","0.0000","GB-Months","12954IMC"
